Category,Disease,Ranked_lifestyles
Endocrine,Diabetes_NOS,"Diet change: Yes (other), Walking pace: Brisk, Hair colour: Dark brown, Water intake, Cheese: 2-4/week, Oily fish: <1/week, Pork: <1/week, Duration of walks, Time spent using computer, Ever smoked: Yes, Time spent outdoors in summer, Fresh fruit intake, Sun protection: Most times, Time spent watching TV, Mobile use: Five to eight years, Days/week of moderate physical activity, Cereal intake, Diet change: No, Age first had sexual intercourse, Bread intake, Poultry: 2-4/week, Daytime nap: Sometimes, Smoking: Previous, Alcohol: Daily, Walking pace: Steady/average"
Endocrine,Diabetes_Type_II,"Diet change: No, Time spent watching TV, Diet change: Yes (illness), Mother: Diabetes, Walking pace: Brisk, Days/week of walk 10+ mins, Water intake, Alcohol vs 10yrs ago: About the same, Diet change: Yes (other), Days/week of vigorous physical activity, Cereal: Biscuit (Weetabix), Daytime nap: Never/rarely, Lamb/mutton: 1/week, Spread: Butter, Sleep duration, Alcohol vs 10yrs ago: Less now, Oily fish: 2-4/week, Insomnia: Usually, Father: Diabetes, Daytime dozing: Never/rarely, Skin colour: Light olive, Cereal: Muesli, Sun protection: Always, Raw vegetable intake, Stair climbing: 11-15 times"
Endocrine,Hypo_or_hyperthyroidism,"Tea intake, Fresh fruit intake, Walking pace: Brisk, Diet change: No, Time spent using computer, Bread intake, Get up: Very easy, Insomnia: Usually, Cereal intake, Insomnia: Never/rarely, Smoking: Never, Alcohol: 3-4/week, Non-oily fish: 1/week, Days/week of vigorous physical activity, Mobile hand: Left, Days/week of walk 10+ mins, Sun protection: Always, Days/week of moderate physical activity, Past smoking: Most/all days, Skin tanning: Get mildly tanned, Mother: Heart disease, Computer games: Sometimes, Alcohol: Daily, Coffee intake, Alcohol: 1-2/week"
Endocrine,Hypothyroidism,"Tea intake, Cereal intake, Walking pace: Brisk, Days/week of vigorous physical activity, Diet change: No, Get up: Very easy, Alcohol: Daily, Days/week of moderate physical activity, Non-oily fish: 1/week, Duration of walks, Cooked vegetable intake, Father: Heart disease, Coffee intake, Beef: <1/week, Days/week of walk 10+ mins, Time spent outdoors in summer, Walking pace: Steady/average, Facial ageing: Younger than you are, Insomnia: Never/rarely, Chronotype: Definite morning, Processed meat: 2-4/week, Insomnia: Usually, Bread intake, Pork: <1/week, Poultry: 1/week"
Endocrine,Obesity,"Time spent outdoors in summer, Time spent watching TV, Days/week of vigorous physical activity, Skin colour: Fair, Processed meat: <1/week, Oily fish: <1/week, Mobile use vs 2yrs: No, Tea intake, Walking pace: Brisk, Age first had sexual intercourse, Dried fruit intake, Lamb/mutton: Never, Water intake, Diet change: No, Days/week of moderate physical activity, Insomnia: Usually, Chronotype: More evening, Skin tanning: Get moderately tanned, Bread: Wholemeal, Cooked vegetable intake, Bread intake, Drive faster than limit: Never/rarely, Time spent driving, Poultry: 2-4/week, Insomnia: Never/rarely"
Eye,Cataract,"Age first had sexual intercourse, Cereal intake, Drive faster: Sometimes, Days/week of walk 10+ mins, Days/week of moderate physical activity, Mother: High blood pressure, Mobile freq: 5-29 mins, Oily fish: 1/week, Bread intake, Salt added: Never/rarely, Diet change: No, Duration of walks, Skin tanning: Get moderately tanned, Drive faster than limit: Never/rarely, Dried fruit intake, Past smoking: Occasional, Coffee intake, Non-oily fish: 1/week, Facial ageing: About your age, Poultry: 2-4/week, Days/week of vigorous physical activity, Walking pace: Slow, Oily fish: 2-4/week, Walking pace: Brisk, Mobile hand: Left"
Eye,Diabetic_ophthalmic_complications,"Cereal intake, Water intake, Days/week of walk 10+ mins, Walking pace: Brisk, Days/week of vigorous physical activity, Bread intake, Hot drink temp: Hot, Diet change: No, Time spent using computer, Tea intake, Cheese: 2-4/week, Days/week of moderate physical activity, Time spent watching TV, Mobile use: More than eight years, Oily fish: 1/week, Get up: Very easy, Pork: <1/week, Skin colour: Fair, Daytime nap: Never/rarely, Sun protection: Always, Drive faster: Sometimes, Oily fish: <1/week, Drive faster than limit: Never/rarely, Bread: White, Time spent outdoors in summer"
Eye,Glaucoma,"Time spent watching TV, Days/week of moderate physical activity, Mobile freq: 5-29 mins, Duration of walks, Time spent driving, Tea intake, Days/week of vigorous physical activity, Hair colour: Dark brown, Skin colour: Fair, Sleep duration, Pork: <1/week, Sun protection: Sometimes, Drive faster than limit: Never/rarely, Cheese: 1/week, Dried fruit intake, Computer games: Never/rarely, Time spent outdoors in winter, Poultry: 1/week, Spread: Other margarine, Mobile use vs 2yrs: More now, Smoking: Never, Hair colour: Light brown, Daytime nap: Sometimes, Lamb/mutton: 1/week, Daytime nap: Never/rarely"
Eye,Macular_degeneration,"Time spent watching TV, Cheese: 2-4/week, Days/week of vigorous physical activity, Days/week of walk 10+ mins, Sleep duration, Daytime nap: Never/rarely, Time spent driving, Time spent outdoors in summer, Fresh fruit intake, Raw vegetable intake, Coffee intake, Time spent outdoors in winter, Water intake, Spread: Other margarine, Cooked vegetable intake, Alcohol: 3-4/week, Insomnia: Sometimes, Milk: Semi-skimmed, Smoking: Previous, Drive faster than limit: Never/rarely, Age first had sexual intercourse, Smoking: Never, Salt added: Never/rarely, Hair colour: Light brown, Past smoking: Never"
Eye,Retinal_detachments_and_breaks,"Tea intake, Days/week of moderate physical activity, Bread intake, Days/week of walk 10+ mins, Time spent outdoors in winter, Days/week of vigorous physical activity, Poultry: 1/week, Water intake, Coffee intake, Sleep duration, Age first had sexual intercourse, Cereal intake, Time spent outdoors in summer, Mobile use: Five to eight years, Diet change: No, Sun protection: Most times, Bread: Wholemeal, Fresh fruit intake, Time spent using computer, Time spent watching TV, Oily fish: 1/week, Skin tanning: Get moderately tanned, Diet variation: Never/rarely, Time spent driving, Get up: Very easy"
Genitourinary,Acute_Kidney_Injury,"Time spent watching TV, Coffee intake, Walking pace: Brisk, Cereal intake, Days/week of moderate physical activity, Days/week of vigorous physical activity, Time spent outdoors in summer, Daytime nap: Never/rarely, Milk: Semi-skimmed, Days/week of walk 10+ mins, Smoking: Never, Water intake, Time spent using computer, Raw vegetable intake, Smoking: Previous, Fresh fruit intake, Tea intake, Age first had sexual intercourse, Cereal: Oat (Porridge), Alcohol vs 10yrs ago: Less now, Salt added: Never/rarely, Ever smoked: Yes, Sleep duration, Time spent outdoors in winter, Mobile use: More than eight years"
Genitourinary,Chronic_Kidney_Disease,"Water intake, Duration of walks, Fresh fruit intake, Days/week of walk 10+ mins, Sleep duration, Walking pace: Brisk, Cereal intake, Smoking: Previous, Daytime nap: Never/rarely, Poultry: 1/week, Coffee intake, Time spent driving, Hot drink temp: Hot, Time spent outdoors in summer, Cheese: 2-4/week, Tea intake, Insomnia: Usually, Lamb/mutton: Never, Days/week of moderate physical activity, Time spent watching TV, Walking pace: Steady/average, Days/week of vigorous physical activity, Bread intake, Snoring: Yes, Mobile use: Never"
Genitourinary,Female_genital_prolapse_filtered,"Days/week of walk 10+ mins, Coffee intake, Duration of walks, Diet variation: Never/rarely, Tea intake, Snoring: No, Diet variation: Sometimes, Skin tanning: Get moderately tanned, Drive faster: Sometimes, Cereal: Oat (Porridge), Drive faster than limit: Never/rarely, Milk: Semi-skimmed, Days/week of moderate physical activity, Dried fruit intake, Age first had sexual intercourse, Alcohol: 1-2/week, Diet change: No, Cereal intake, Walking pace: Brisk, Time spent driving, Sun protection: Most times, Non-oily fish: 2-4/week, Time spent watching TV, Raw vegetable intake, Time spent outdoors in summer"
Genitourinary,Hyperplasia_of_prostate_filtered,"Time spent watching TV, Tea intake, Insomnia: Never/rarely, Daytime nap: Never/rarely, Milk: Semi-skimmed, Insomnia: Usually, Cooked vegetable intake, Water intake, Smoking: Previous, Drive faster than limit: Never/rarely, Salt added: Never/rarely, Alcohol vs 10yrs ago: Less now, Duration of walks, Snoring: Yes, Walking pace: Brisk, Days/week of vigorous physical activity, Time spent outdoors in summer, Alcohol vs 10yrs ago: About the same, Processed meat: 1/week, Beef: <1/week, Days/week of moderate physical activity, Computer games: Never/rarely, Milk: Skimmed, Get up: Fairly easy, Diet change: No"
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,"Time spent outdoors in summer, Diet change: No, Days/week of walk 10+ mins, Sleep duration, Stair climbing: 6-10 times, Age first had sexual intercourse, Fresh fruit intake, Diet variation: Sometimes, Cooked vegetable intake, Tea intake, Time spent driving, Time spent watching TV, Bread intake, Lifetime number of sexual partners, Time spent using computer, Spread: Other margarine, Days/week of vigorous physical activity, Drive faster than limit: Never/rarely, Cereal intake, Past smoking: Never, Poultry: 2-4/week, Mobile hand: Right, Insomnia: Usually, Dried fruit intake, Days/week of moderate physical activity"
Genitourinary,Obstructive_and_reflux_uropathy,"Time spent outdoors in summer, Time spent outdoors in winter, Facial ageing: Younger than you are, Days/week of moderate physical activity, Age first had sexual intercourse, Skin colour: Fair, Daytime dozing: Never/rarely, Time spent using computer, Alcohol: 1-2/week, Hot drink temp: Hot, Tea intake, Daytime nap: Never/rarely, Poultry: 2-4/week, Sun protection: Sometimes, Milk: Semi-skimmed, Daytime nap: Sometimes, Salt added: Never/rarely, Dried fruit intake, Poultry: 1/week, Bread intake, Snoring: No, Time spent watching TV, Mother: High blood pressure, Walking pace: Brisk, Diet change: No"
Genitourinary,Postmenopausal_bleeding_filtered,"Days/week of vigorous physical activity, Bread intake, Tea intake, Sleep duration, Time spent outdoors in summer, Spread: Other margarine, Fresh fruit intake, Days/week of walk 10+ mins, Time spent watching TV, Days/week of moderate physical activity, Cereal intake, Cooked vegetable intake, Sun protection: Sometimes, Water intake, Sun protection: Most times, Coffee intake, Raw vegetable intake, Snoring: No, Mobile freq: 5-29 mins, Hot drink temp: Hot, Skin colour: Fair, Time spent using computer, Age first had sexual intercourse, Duration of walks, Mother: High blood pressure"
Genitourinary,Urinary_Incontinence,"Days/week of walk 10+ mins, Cereal intake, Time spent outdoors in summer, Walking pace: Brisk, Days/week of moderate physical activity, Water intake, Time spent watching TV, Cheese: 2-4/week, Diet change: No, Skin colour: Fair, Cooked vegetable intake, Days/week of vigorous physical activity, Poultry: 2-4/week, Time spent driving, Raw vegetable intake, Time spent outdoors in winter, Sleep duration, Insomnia: Usually, Tea intake, Past smoking: Most/all days, Coffee intake, Mobile freq: Less than 5mins, Smoking: Never, Get up: Very easy, Age first had sexual intercourse"
Genitourinary,Urolithiasis,"Age first had sexual intercourse, Bread: Wholemeal, Time spent watching TV, Alcohol vs 10yrs ago: About the same, Time spent driving, Bread intake, Alcohol: 3-4/week, Cereal intake, Alcohol vs 10yrs ago: Less now, Sleep duration, Pork: <1/week, Days/week of walk 10+ mins, Days/week of vigorous physical activity, Days/week of moderate physical activity, Time spent outdoors in winter, Time spent outdoors in summer, Tea intake, Cooked vegetable intake, Walking pace: Steady/average, Daytime dozing: Never/rarely, Snoring: No, Time spent using computer, Coffee intake, Water intake, Mobile use: Two to four years"
Haematological_or_immunological,Agranulocytosis,"Days/week of moderate physical activity, Cereal intake, Days/week of walk 10+ mins, Time spent watching TV, Dried fruit intake, Raw vegetable intake, Fresh fruit intake, Get up: Very easy, Water intake, Days/week of vigorous physical activity, Insomnia: Sometimes, Coffee intake, Sleep duration, Stair climbing: 6-10 times, Cooked vegetable intake, Non-oily fish: 1/week, Bread intake, Time spent driving, Time spent outdoors in summer, Alcohol: Daily, Snoring: No, Daytime nap: Never/rarely, Salt added: Sometimes, Processed meat: <1/week, Facial ageing: Younger than you are"
Haematological_or_immunological,Iron_deficiency_anaemia,"Days/week of moderate physical activity, Time spent watching TV, Daytime nap: Never/rarely, Mobile use: Five to eight years, Walking pace: Brisk, Mobile hand: Right, Water intake, Snoring: Yes, Days/week of vigorous physical activity, Insomnia: Sometimes, Raw vegetable intake, Tea intake, Cereal intake, Age first had sexual intercourse, Milk: Skimmed, Alcohol: 3-4/week, Cheese: 2-4/week, Hair colour: Dark brown, Days/week of walk 10+ mins, Bread: Wholemeal, Get up: Very easy, Cereal: Oat (Porridge), Ever smoked: Yes, Insomnia: Never/rarely, Smoking: Previous"
Haematological_or_immunological,Other_anaemias,"Time spent watching TV, Duration of walks, Days/week of moderate physical activity, Walking pace: Brisk, Mobile use vs 2yrs: More now, Drive faster: Sometimes, Days/week of walk 10+ mins, Smoking: Previous, Time spent outdoors in summer, Smoking: Never, Past smoking: Never, Processed meat: <1/week, Daytime nap: Sometimes, Snoring: Yes, Daytime nap: Never/rarely, Days/week of vigorous physical activity, Diet change: No, Mobile freq: 5-29 mins, Pork: <1/week, Spread: Other margarine, Non-oily fish: 1/week, Drive faster than limit: Never/rarely, Mother: High blood pressure, Fresh fruit intake, Water intake"
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,"Mobile hand: Right, Poultry: 1/week, Ever smoked: No, Sleep duration, Walking pace: Brisk, Time spent driving, Age first had sexual intercourse, Time spent outdoors in winter, Days/week of moderate physical activity, Non-oily fish: 1/week, Tea intake, Days/week of walk 10+ mins, Cheese: 2-4/week, Cereal intake, Water intake, Fresh fruit intake, Duration of walks, Days/week of vigorous physical activity, Bread intake, Stair climbing: 6-10 times, Time spent watching TV, Time spent using computer, Alcohol: 3-4/week, Time spent outdoors in summer, Coffee intake"
Infections,Bacterial_Diseases,"Time spent watching TV, Days/week of walk 10+ mins, Days/week of moderate physical activity, Water intake, Age first had sexual intercourse, Tea intake, Daytime nap: Never/rarely, Alcohol vs 10yrs ago: About the same, Diet change: No, Daytime nap: Sometimes, Time spent outdoors in summer, Walking pace: Brisk, Chronotype: More evening, Days/week of vigorous physical activity, Smoking: Never, Non-oily fish: <1/week, Cooked vegetable intake, Processed meat: <1/week, Daytime dozing: Never/rarely, Walking pace: Steady/average, Time spent driving, Walking pace: Slow, Sun protection: Always, Diet variation: Sometimes, Milk: Semi-skimmed"
Infections,Ear_and_Upper_Respiratory_Tract_Infections,"Days/week of moderate physical activity, Cooked vegetable intake, Diet change: No, Days/week of walk 10+ mins, Salt added: Never/rarely, Skin tanning: Get moderately tanned, Alcohol vs 10yrs ago: Less now, Drive faster than limit: Never/rarely, Get up: Very easy, Hair colour: Light brown, Processed meat: <1/week, Walking pace: Brisk, Exposure to tobacco smoke at home, Cereal intake, Beef: 1/week, Diet variation: Sometimes, Mother: High blood pressure, Facial ageing: Younger than you are, Cereal: Muesli, Skin tanning: Never tan, only burn, Time spent outdoors in summer, Cheese: 2-4/week, Coffee intake, Mobile use: More than eight years, Tea intake"
Infections,Infection_of_skin_and_subcutaneous_tissues,"Days/week of walk 10+ mins, Days/week of vigorous physical activity, Water intake, Time spent using computer, Coffee intake, Sleep duration, Cereal intake, Sun protection: Sometimes, Diet change: No, Days/week of moderate physical activity, Daytime nap: Never/rarely, Time spent watching TV, Walking pace: Steady/average, Oily fish: 1/week, Fresh fruit intake, Tea intake, Spread: Other margarine, Diet variation: Sometimes, Duration of walks, Bread intake, Mobile hand: Left, Dried fruit intake, Time spent outdoors in winter, Pork: 1/week, Cooked vegetable intake"
Infections,Infections_of_the_digestive_system,"Time spent watching TV, Alcohol vs 10yrs ago: Less now, Diet change: No, Walking pace: Brisk, Days/week of walk 10+ mins, Alcohol vs 10yrs ago: About the same, Get up: Fairly easy, Daytime nap: Never/rarely, Days/week of vigorous physical activity, Bread: Wholemeal, Water intake, Cereal intake, Daytime nap: Sometimes, Past smoking: Most/all days, Days/week of moderate physical activity, Time spent driving, Diet change: Yes (illness), Sleep duration, Drive faster: Sometimes, Alcohol: 3-4/week, Daytime dozing: Never/rarely, Insomnia: Usually, Skin tanning: Never tan, only burn, Tea intake, Ever smoked: No"
Infections,Lower_Respiratory_Tract_Infections,"Walking pace: Brisk, Sun protection: Most times, Diet change: No, Coffee intake, Water intake, Time spent watching TV, Insomnia: Usually, Time spent driving, Days/week of moderate physical activity, Time spent outdoors in winter, Tea intake, Ever smoked: Yes, Days/week of vigorous physical activity, Sleep duration, Past smoking: Most/all days, Stair climbing: 11-15 times, Smoking: Never, Time spent outdoors in summer, Alcohol vs 10yrs ago: About the same, Age first had sexual intercourse, Chronotype: More morning, Days/week of walk 10+ mins, Cheese: 2-4/week, Mobile hand: Right, Poultry: 1/week"
Infections,Mycoses,"Time spent watching TV, Coffee intake, Days/week of vigorous physical activity, Duration of walks, Daytime nap: Never/rarely, Water intake, Days/week of moderate physical activity, Fresh fruit intake, Hair colour: Dark brown, Days/week of walk 10+ mins, Sun protection: Most times, Sleep duration, Daytime dozing: Sometimes, Dried fruit intake, Daytime dozing: Never/rarely, Snoring: No, Tea intake, Bread: Wholemeal, Cereal intake, Insomnia: Sometimes, Processed meat: 1/week, Raw vegetable intake, Alcohol vs 10yrs ago: Less now, Lamb/mutton: <1/week, Past smoking: Never"
Infections,Septicaemia,"Time spent watching TV, Raw vegetable intake, Smoking: Never, Tea intake, Days/week of moderate physical activity, Bread: Wholemeal, Age first had sexual intercourse, Days/week of vigorous physical activity, Smoking: Previous, Beef: <1/week, Dried fruit intake, Days/week of walk 10+ mins, Mobile use: Five to eight years, Sun protection: Most times, Time spent driving, Daytime dozing: Never/rarely, Walking pace: Brisk, Past smoking: Tried once/twice, Sleep duration, Get up: Very easy, Time spent outdoors in winter, Mobile use vs 2yrs: No, Cereal: Muesli, Chronotype: More evening, Bread intake"
Infections,Urinary_Tract_Infections,"Time spent watching TV, Time spent driving, Mobile use: More than eight years, Bread intake, Age first had sexual intercourse, Dried fruit intake, Daytime nap: Never/rarely, Days/week of moderate physical activity, Water intake, Drive faster: Sometimes, Diet change: No, Tea intake, Hot drink temp: Hot, Sun protection: Most times, Time spent outdoors in winter, Snoring: Yes, Walking pace: Steady/average, Duration of walks, Stair climbing: 6-10 times, Sleep duration, Walking pace: Brisk, Days/week of walk 10+ mins, Insomnia: Sometimes, Pork: <1/week, Cheese: 2-4/week"
Infections,Viral_diseases,"Time spent watching TV, Time spent outdoors in summer, Tea intake, Walking pace: Steady/average, Time spent outdoors in winter, Cooked vegetable intake, Days/week of walk 10+ mins, Days/week of moderate physical activity, Age first had sexual intercourse, Bread intake, Get up: Fairly easy, Insomnia: Sometimes, Drive faster than limit: Never/rarely, Past smoking: Never, Days/week of vigorous physical activity, Diet change: Yes (other), Daytime nap: Never/rarely, Alcohol vs 10yrs ago: Less now, Cereal intake, Non-oily fish: <1/week, Non-oily fish: 1/week, Smoking: Previous, Hair colour: Dark brown, Spread: Other margarine, Alcohol vs 10yrs ago: About the same"
Musculoskeletal,Carpal_tunnel_syndrome,"Sleep duration, Duration of walks, Time spent outdoors in summer, Tea intake, Alcohol vs 10yrs ago: About the same, Diet change: No, Hot drink temp: Hot, Dried fruit intake, Cooked vegetable intake, Insomnia: Sometimes, Insomnia: Usually, Skin tanning: Never tan, only burn, Mobile hand: Left, Days/week of vigorous physical activity, Sun protection: Sometimes, Bread intake, Age first had sexual intercourse, Walking pace: Steady/average, Fresh fruit intake, Stair climbing: 1-5 times, Alcohol: 3-4/week, Mobile hand: Right, Past smoking: Never, Lamb/mutton: <1/week, Days/week of walk 10+ mins"
Musculoskeletal,Enthesopathies_and_synovial_disorders,"Days/week of vigorous physical activity, Time spent outdoors in winter, Beef: <1/week, Days/week of moderate physical activity, Water intake, Hot drink temp: Hot, Ever smoked: Yes, Cereal intake, Spread: Butter, Time spent using computer, Salt added: Never/rarely, Diet variation: Never/rarely, Time spent driving, Cheese: 2-4/week, Days/week of walk 10+ mins, Time spent watching TV, Hair colour: Dark brown, Mobile use: Five to eight years, Poultry: 2-4/week, Sleep duration, Fresh fruit intake, Diet variation: Sometimes, Facial ageing: Younger than you are, Bread intake, Insomnia: Sometimes"
Musculoskeletal,Fracture_of_hip,"Cheese: 2-4/week, Days/week of walk 10+ mins, Insomnia: Sometimes, Oily fish: <1/week, Days/week of moderate physical activity, Poultry: 2-4/week, Pork: <1/week, Days/week of vigorous physical activity, Time spent driving, Hair colour: Dark brown, Time spent outdoors in summer, Cooked vegetable intake, Skin tanning: Get moderately tanned, Cereal intake, Bread: Wholemeal, Past smoking: Most/all days, Sun protection: Most times, Sleep duration, Father: Heart disease, Smoking: Previous, Duration of walks, Mother: Diabetes, Lamb/mutton: <1/week, Tea intake, Stair climbing: 1-5 times"
Musculoskeletal,Fracture_of_wrist,"Daytime nap: Sometimes, Tea intake, Time spent watching TV, Sleep duration, Non-oily fish: 1/week, Drive faster than limit: Never/rarely, Cereal intake, Facial ageing: Younger than you are, Stair climbing: 6-10 times, Snoring: Yes, Alcohol: 1-2/week, Beef: <1/week, Days/week of vigorous physical activity, Snoring: No, Age first had sexual intercourse, Time spent using computer, Fresh fruit intake, Coffee intake, Insomnia: Sometimes, Drive faster: Sometimes, Days/week of moderate physical activity, Daytime dozing: Sometimes, Mobile use: More than eight years, Time spent driving, Days/week of walk 10+ mins"
Musculoskeletal,Gout,"Cereal intake, Days/week of vigorous physical activity, Bread intake, Age first had sexual intercourse, Water intake, Coffee intake, Get up: Very easy, Alcohol vs 10yrs ago: Less now, Cooked vegetable intake, Duration of walks, Raw vegetable intake, Get up: Fairly easy, Hair colour: Light brown, Lamb/mutton: Never, Alcohol: Daily, Days/week of moderate physical activity, Time spent using computer, Facial ageing: Younger than you are, Diet variation: Sometimes, Days/week of walk 10+ mins, Beef: <1/week, Mobile use vs 2yrs: More now, Poultry: 1/week, Smoking: Never, Walking pace: Brisk"
Musculoskeletal,Intervertebral_disc_disorders,"Time spent watching TV, Walking pace: Brisk, Fresh fruit intake, Alcohol vs 10yrs ago: Less now, Bread intake, Smoking: Never, Days/week of moderate physical activity, Tea intake, Non-oily fish: 1/week, Sun protection: Most times, Daytime nap: Never/rarely, Time spent outdoors in winter, Past smoking: Never, Days/week of walk 10+ mins, Ever smoked: Yes, Insomnia: Usually, Time spent using computer, Drive faster than limit: Never/rarely, Time spent driving, Alcohol vs 10yrs ago: About the same, Stair climbing: 6-10 times, Snoring: Yes, Age first had sexual intercourse, Hair colour: Dark brown, Ever smoked: No"
Musculoskeletal,Osteoarthritis,"Sleep duration, Walking pace: Slow, Insomnia: Usually, Time spent watching TV, Walking pace: Brisk, Lamb/mutton: <1/week, Walking pace: Steady/average, Bread intake, Time spent outdoors in summer, Diet change: No, Daytime dozing: Never/rarely, Mobile hand: Right, Tea intake, Insomnia: Never/rarely, Bread: Wholemeal, Chronotype: More morning, Sun protection: Sometimes, Alcohol vs 10yrs ago: Less now, Days/week of moderate physical activity, Diet change: Yes (illness), Raw vegetable intake, Days/week of walk 10+ mins, Get up: Very easy, Age first had sexual intercourse, Cooked vegetable intake"
Musculoskeletal,Osteoporosis,"Time spent outdoors in summer, Walking pace: Steady/average, Time spent driving, Bread: Wholemeal, Days/week of moderate physical activity, Diet change: Yes (other), Diet change: No, Pork: <1/week, Insomnia: Sometimes, Days/week of vigorous physical activity, Time spent watching TV, Smoking: Never, Time spent outdoors in winter, Get up: Very easy, Cereal intake, Daytime nap: Sometimes, Sleep duration, Walking pace: Brisk, Walking pace: Slow, Water intake, Coffee intake, Mobile use: Five to eight years, Mobile freq: 30-59 mins, Milk: Skimmed, Past smoking: Tried once/twice"
Musculoskeletal,Polymyalgia_Rheumatica,"Age first had sexual intercourse, Days/week of moderate physical activity, Time spent watching TV, Days/week of walk 10+ mins, Raw vegetable intake, Pork: <1/week, Coffee intake, Time spent outdoors in summer, Milk: Semi-skimmed, Drive faster than limit: Never/rarely, Get up: Fairly easy, Tea intake, Cereal intake, Alcohol vs 10yrs ago: Less now, Time spent using computer, Beef: <1/week, Days/week of vigorous physical activity, Time spent driving, Salt added: Sometimes, Alcohol: 3-4/week, Cooked vegetable intake, Water intake, Diet variation: Sometimes, Sleep duration, Poultry: 1/week"
Musculoskeletal,Rheumatoid_Arthritis,"Walking pace: Brisk, Time spent using computer, Fresh fruit intake, Time spent watching TV, Alcohol: 3-4/week, Diet change: Yes (other), Water intake, Insomnia: Usually, Mobile freq: Less than 5mins, Non-oily fish: <1/week, Bread: Wholemeal, Age first had sexual intercourse, Skin tanning: Never tan, only burn, Alcohol vs 10yrs ago: Less now, Walking pace: Steady/average, Alcohol vs 10yrs ago: More now, Days/week of walk 10+ mins, Mobile use vs 2yrs: No, Walking pace: Slow, Past smoking: Most/all days, Lamb/mutton: Never, Get up: Fairly easy, Sleep duration, Beef: 1/week, Spread: Butter"
Musculoskeletal,Spinal_stenosis,"Sleep duration, Time spent outdoors in summer, Walking pace: Brisk, Smoking: Previous, Water intake, Spread: Other margarine, Diet variation: Sometimes, Days/week of moderate physical activity, Mobile hand: Left, Smoking: Never, Salt added: Never/rarely, Age first had sexual intercourse, Facial ageing: Younger than you are, Cereal intake, Days/week of walk 10+ mins, Insomnia: Never/rarely, Insomnia: Usually, Time spent watching TV, Coffee intake, Tea intake, Beef: <1/week, Walking pace: Slow, Get up: Very easy, Past smoking: Most/all days, Salt added: Usually"
Musculoskeletal,Spondylosis,"Time spent watching TV, Walking pace: Brisk, Insomnia: Usually, Water intake, Diet change: No, Walking pace: Slow, Sleep duration, Insomnia: Never/rarely, Daytime nap: Never/rarely, Tea intake, Daytime dozing: Never/rarely, Drive faster than limit: Never/rarely, Days/week of moderate physical activity, Get up: Fairly easy, Get up: Very easy, Snoring: No, Bread: Wholemeal, Mobile use: More than eight years, Coffee intake, Ever smoked: No, Snoring: Yes, Insomnia: Sometimes, Cereal intake, Age first had sexual intercourse, Skin tanning: Get very tanned"
Neurological,Migraine,"Days/week of moderate physical activity, Sleep duration, Get up: Fairly easy, Bread intake, Diet change: No, Insomnia: Never/rarely, Tea intake, Water intake, Mobile use: Five to eight years, Salt added: Never/rarely, Cooked vegetable intake, Diet variation: Never/rarely, Cereal intake, Walking pace: Brisk, Drive faster: Sometimes, Poultry: 2-4/week, Time spent outdoors in winter, Processed meat: <1/week, Mobile use: Never, Milk: Semi-skimmed, Raw vegetable intake, Time spent watching TV, Chronotype: More morning, Father: Heart disease, Time spent outdoors in summer"
Neurological,Motor_neuron_disease,"Days/week of walk 10+ mins, Days/week of moderate physical activity, Coffee intake, Spread: Other margarine, Drive faster than limit: Never/rarely, Water intake, Sleep duration, Days/week of vigorous physical activity, Diet variation: Sometimes, Cereal intake, Bread: Wholemeal, Skin colour: Fair, Hair colour: Light brown, Beef: <1/week, Fresh fruit intake, Time spent watching TV, Time spent driving, Time spent outdoors in summer, Daytime nap: Sometimes, Tea intake, Bread intake, Alcohol: 3-4/week, Cooked vegetable intake, Time spent using computer, Daytime dozing: Never/rarely"
Neurological,Postviral_fatigue_syndrome_neurasthenia_and_fibromyalgia,"Get up: Very easy, Get up: Fairly easy, Insomnia: Usually, Snoring: No, Walking pace: Steady/average, Insomnia: Sometimes, Age first had sexual intercourse, Walking pace: Brisk, Days/week of vigorous physical activity, Diet change: No, Sleep duration, Insomnia: Never/rarely, Days/week of moderate physical activity, Snoring: Yes, Sun protection: Sometimes, Stair climbing: 6-10 times, Bread intake, Cereal intake, Raw vegetable intake, Time spent driving, Mobile use: More than eight years, Chronotype: Definite morning, Facial ageing: Younger than you are, Drive faster than limit: Never/rarely, Time spent watching TV"
Psychiatric,Alcohol_Problems,"Tea intake, Time spent driving, Days/week of vigorous physical activity, Alcohol: Daily, Time spent outdoors in summer, Smoking: Never, Alcohol: Special occasions, Diet change: No, Days/week of moderate physical activity, Drive faster than limit: Never/rarely, Daytime nap: Never/rarely, Ever smoked: No, Days/week of walk 10+ mins, Processed meat: <1/week, Dried fruit intake, Cereal intake, Past smoking: Most/all days, Time spent outdoors in winter, Diet variation: Sometimes, Sleep duration, Alcohol: 1-2/week, Fresh fruit intake, Insomnia: Sometimes, Salt added: Never/rarely, Bread intake"
